B, F1, F2, H, B, H1, H2, F, comm_cost, num_nodes, mem_cost
2,2,1,4,2,1,1,1,153092096.0,18,198180864.0
4,1,1,2,2,1,2,2,153092096.0,16,128974848.0
4,1,2,1,2,1,1,4,153092096.0,16,128974848.0
8,2,1,1,1,1,1,4,153092096.0,20,141557760.0
8,2,1,1,1,2,1,8,153092096.0,32,90701824.0
2,1,2,4,8,2,1,1,154140672.0,32,90701824.0
8,2,1,1,2,1,2,4,154140672.0,32,90701824.0
1,1,1,2,2,1,1,2,155189248.0,6,255852544.0
1,1,1,2,8,1,1,1,155189248.0,10,211812352.0
1,1,1,16,2,2,1,2,155189248.0,24,128188416.0
1,1,2,4,4,1,1,4,155189248.0,24,127401984.0
1,1,2,8,8,1,2,1,155189248.0,32,107216896.0
2,1,1,1,4,1,2,2,155189248.0,18,198180864.0
2,1,1,1,4,2,1,2,155189248.0,18,195035136.0
2,1,1,2,1,1,1,2,155189248.0,6,255852544.0
2,1,1,4,2,1,2,2,155189248.0,16,136314880.0
2,1,2,2,2,1,1,4,155189248.0,16,136314880.0
2,2,1,2,1,1,1,16,155189248.0,24,128188416.0
4,1,1,2,4,2,1,1,155189248.0,16,119537664.0
4,1,1,4,1,1,2,4,155189248.0,24,127401984.0
4,1,2,2,2,1,1,1,155189248.0,18,198180864.0
4,2,1,1,4,1,1,2,155189248.0,16,119537664.0
4,2,1,2,2,1,1,1,155189248.0,18,195035136.0
8,1,1,1,1,1,1,2,155189248.0,10,211812352.0
8,1,2,1,1,1,2,8,155189248.0,32,107216896.0
16,1,1,1,16,1,1,1,155189248.0,32,46137344.0
2,1,1,4,4,2,1,1,157286400.0,16,126877696.0
4,2,1,1,2,1,1,4,157286400.0,16,126877696.0
8,1,2,1,8,2,1,1,157286400.0,32,79691776.0
8,2,1,1,8,1,2,1,157286400.0,32,79691776.0
1,1,1,2,4,1,1,1,159383552.0,6,249561088.0
1,1,1,4,2,1,1,1,159383552.0,6,256901120.0
1,1,1,16,1,2,1,4,159383552.0,24,135528448.0
1,1,1,16,4,1,2,1,159383552.0,24,128188416.0
1,2,1,4,1,1,1,16,159383552.0,24,135528448.0
1,2,1,8,2,1,1,1,159383552.0,18,206045184.0
2,1,1,1,1,1,1,4,159383552.0,6,256901120.0
2,1,1,1,1,2,1,8,159383552.0,18,206045184.0
4,1,1,1,1,1,1,2,159383552.0,6,249561088.0
4,1,2,1,1,1,1,16,159383552.0,24,128188416.0
1,1,2,4,2,1,1,8,160432128.0,24,135266304.0
2,1,1,1,2,1,2,4,160432128.0,18,206045184.0
2,1,1,8,1,1,2,4,160432128.0,24,135266304.0
2,1,2,4,2,1,1,1,160432128.0,18,206045184.0
1,1,1,2,2,2,1,4,161480704.0,18,212860928.0
1,1,1,16,2,1,2,2,161480704.0,24,135528448.0
1,1,2,8,16,1,1,1,161480704.0,32,90439680.0
2,1,2,2,1,1,1,16,161480704.0,24,135528448.0
2,2,1,4,1,1,1,2,161480704.0,18,212860928.0
16,1,1,1,1,1,2,8,161480704.0,32,90439680.0
1,1,1,2,4,1,2,2,163577856.0,18,212860928.0
1,1,1,2,4,2,1,2,163577856.0,18,209715200.0
1,1,1,8,2,2,1,2,163577856.0,16,145227776.0
1,1,1,16,4,2,1,1,163577856.0,24,126091264.0
1,1,2,4,8,1,1,2,163577856.0,24,124256256.0
2,1,1,1,8,1,2,1,163577856.0,18,195035136.0
2,2,1,2,1,1,1,8,163577856.0,16,145227776.0
4,1,2,2,1,1,1,2,163577856.0,18,212860928.0
4,2,1,1,1,1,1,16,163577856.0,24,126091264.0
4,2,1,2,1,1,1,2,163577856.0,18,209715200.0
8,1,1,2,1,1,2,4,163577856.0,24,124256256.0
8,1,2,1,2,1,1,1,163577856.0,18,195035136.0
8,2,1,1,16,1,1,1,163577856.0,32,62914560.0
16,1,1,1,8,2,1,1,163577856.0,32,62914560.0
1,1,1,2,1,1,1,4,167772160.0,6,271581184.0
1,1,1,2,1,2,1,8,167772160.0,18,220725248.0
1,1,1,4,1,1,1,2,167772160.0,6,271581184.0
1,1,1,8,1,2,1,4,167772160.0,16,152567808.0
1,1,1,8,4,1,2,1,167772160.0,16,145227776.0
1,1,2,4,4,1,1,2,167772160.0,16,145227776.0
1,1,2,8,1,1,2,8,167772160.0,32,134742016.0
1,2,1,4,1,1,1,8,167772160.0,16,152567808.0
1,2,1,8,1,1,1,2,167772160.0,18,220725248.0
2,1,1,2,2,2,1,2,167772160.0,12,163577856.0
2,2,1,2,2,1,1,2,167772160.0,12,163577856.0
2,2,1,2,8,1,1,1,167772160.0,16,119537664.0
4,1,1,2,1,1,2,4,167772160.0,16,145227776.0
4,1,2,1,1,1,1,8,167772160.0,16,145227776.0
8,1,1,1,2,2,1,2,167772160.0,16,119537664.0
1,1,1,2,2,1,2,4,168820736.0,18,220725248.0
2,1,2,4,1,1,1,2,168820736.0,18,220725248.0
1,1,1,8,2,1,2,2,169869312.0,16,152567808.0
1,1,2,4,2,1,1,4,169869312.0,16,152567808.0
1,1,2,8,8,2,1,1,169869312.0,32,107216896.0
2,1,1,1,16,1,1,1,169869312.0,18,178257920.0
2,1,1,4,1,1,2,4,169869312.0,16,152567808.0
2,1,2,2,1,1,1,8,169869312.0,16,152567808.0
8,2,1,1,1,1,2,8,169869312.0,32,107216896.0
16,1,1,1,2,1,1,1,169869312.0,18,178257920.0
1,1,1,2,8,1,2,1,171966464.0,18,209715200.0
1,1,1,8,4,2,1,1,171966464.0,16,143130624.0
1,2,1,4,2,1,1,2,171966464.0,12,170917888.0
1,2,1,4,8,1,1,1,171966464.0,16,126877696.0
2,1,1,2,1,2,1,4,171966464.0,12,170917888.0
2,1,1,2,4,1,2,1,171966464.0,12,163577856.0
2,2,1,2,4,1,1,1,171966464.0,12,157286400.0
4,1,1,1,2,2,1,2,171966464.0,12,157286400.0
4,1,2,1,2,1,1,2,171966464.0,12,163577856.0
4,1,2,1,8,1,1,1,171966464.0,16,119537664.0
4,2,1,1,1,1,1,8,171966464.0,16,143130624.0
8,1,1,1,1,2,1,4,171966464.0,16,126877696.0
8,1,1,1,4,1,2,1,171966464.0,16,119537664.0
8,1,2,1,1,1,1,2,171966464.0,18,209715200.0
8,2,1,1,8,2,1,1,171966464.0,32,79691776.0
2,1,1,2,2,1,2,2,174063616.0,12,170917888.0
2,1,2,2,2,1,1,2,174063616.0,12,170917888.0
2,1,2,2,8,1,1,1,174063616.0,16,126877696.0
2,2,1,2,2,2,1,4,174063616.0,24,120586240.0
2,2,1,4,2,2,1,2,174063616.0,24,120586240.0
8,1,1,1,2,1,2,2,174063616.0,16,126877696.0
1,1,1,16,1,1,2,4,176160768.0,24,151781376.0
1,1,2,4,1,1,1,16,176160768.0,24,151781376.0
1,1,2,8,2,1,1,1,176160768.0,18,222560256.0
1,2,1,4,4,1,1,1,176160768.0,12,164626432.0
2,1,1,1,1,1,2,8,176160768.0,18,222560256.0
2,1,1,2,4,2,1,1,176160768.0,12,161480704.0
2,2,1,2,4,1,2,2,176160768.0,24,120586240.0
2,2,1,2,4,2,1,2,176160768.0,24,117440512.0
4,1,1,1,1,2,1,4,176160768.0,12,164626432.0
4,1,1,1,4,1,2,1,176160768.0,12,157286400.0
4,1,2,1,4,1,1,1,176160768.0,12,157286400.0
4,1,2,2,2,2,1,2,176160768.0,24,120586240.0
4,2,1,1,2,1,1,2,176160768.0,12,161480704.0
4,2,1,1,8,1,1,1,176160768.0,16,117440512.0
4,2,1,2,2,2,1,2,176160768.0,24,117440512.0
8,1,1,1,4,2,1,1,176160768.0,16,117440512.0
1,1,1,2,16,1,1,1,178257920.0,18,192937984.0
1,2,1,4,2,2,1,4,178257920.0,24,127926272.0
2,1,1,1,8,2,1,1,178257920.0,18,195035136.0
2,1,2,2,4,1,1,1,178257920.0,12,164626432.0
2,2,1,4,1,2,1,4,178257920.0,24,127926272.0
2,2,1,4,4,1,2,1,178257920.0,24,120586240.0
4,1,1,1,2,1,2,2,178257920.0,12,164626432.0
4,1,2,1,2,2,1,4,178257920.0,24,120586240.0
8,2,1,1,2,1,1,1,178257920.0,18,195035136.0
16,1,1,1,1,1,1,2,178257920.0,18,192937984.0
1,1,1,4,2,2,1,2,180355072.0,12,179306496.0
1,2,1,4,4,1,2,2,180355072.0,24,127926272.0
1,2,1,4,4,2,1,2,180355072.0,24,124780544.0
1,2,1,8,2,2,1,2,180355072.0,24,128450560.0
2,1,2,2,2,2,1,4,180355072.0,24,127926272.0
2,2,1,2,1,1,1,4,180355072.0,12,179306496.0
2,2,1,2,1,2,1,8,180355072.0,24,128450560.0
2,2,1,4,2,1,2,2,180355072.0,24,127926272.0
4,1,1,1,4,2,1,1,180355072.0,12,155189248.0
4,1,2,1,4,1,2,2,180355072.0,24,120586240.0
4,1,2,1,4,2,1,2,180355072.0,24,117440512.0
4,1,2,2,1,2,1,4,180355072.0,24,127926272.0
4,1,2,2,4,1,2,1,180355072.0,24,120586240.0
4,2,1,1,4,1,1,1,180355072.0,12,155189248.0
4,2,1,2,1,2,1,4,180355072.0,24,124780544.0
4,2,1,2,4,1,2,1,180355072.0,24,117440512.0
2,1,2,4,2,2,1,2,181403648.0,24,128450560.0
2,2,1,2,2,1,2,4,181403648.0,24,128450560.0
2,1,2,2,4,1,2,2,182452224.0,24,127926272.0
2,1,2,2,4,2,1,2,182452224.0,24,124780544.0
2,2,1,4,4,2,1,1,182452224.0,24,118489088.0
4,1,2,2,2,1,2,2,182452224.0,24,127926272.0
4,2,1,1,2,2,1,4,182452224.0,24,118489088.0
4,2,1,2,2,1,2,2,182452224.0,24,124780544.0
1,1,1,2,1,1,2,8,184549376.0,18,237240320.0
1,1,1,4,1,2,1,4,184549376.0,12,186646528.0
1,1,1,4,4,1,2,1,184549376.0,12,179306496.0
1,1,1,8,1,1,2,4,184549376.0,16,168820736.0
1,1,2,4,1,1,1,8,184549376.0,16,168820736.0
1,1,2,8,1,1,1,2,184549376.0,18,237240320.0
1,2,1,4,1,1,1,4,184549376.0,12,186646528.0
1,2,1,4,1,2,1,8,184549376.0,24,135790592.0
1,2,1,8,1,2,1,4,184549376.0,24,135790592.0
1,2,1,8,4,1,2,1,184549376.0,24,128450560.0
2,1,1,1,2,1,1,1,184549376.0,4,310378496.0
2,2,1,2,8,1,2,1,184549376.0,24,117440512.0
4,1,2,1,1,1,1,4,184549376.0,12,179306496.0
4,1,2,1,1,2,1,8,184549376.0,24,128450560.0
4,1,2,2,4,2,1,1,184549376.0,24,118489088.0
4,2,1,1,4,1,2,2,184549376.0,24,118489088.0
4,2,1,1,4,2,1,2,184549376.0,24,115343360.0
4,2,1,2,4,2,1,1,184549376.0,24,115343360.0
8,1,2,1,2,2,1,2,184549376.0,24,117440512.0
1,2,1,4,2,1,2,4,185597952.0,24,135790592.0
2,1,2,4,1,2,1,4,185597952.0,24,135790592.0
2,1,2,4,4,1,2,1,185597952.0,24,128450560.0
4,1,2,1,2,1,2,4,185597952.0,24,128450560.0
1,1,1,2,8,2,1,1,186646528.0,18,209715200.0
1,1,1,4,2,1,2,2,186646528.0,12,186646528.0
1,2,1,8,2,1,2,2,186646528.0,24,135790592.0
2,1,2,2,1,1,1,4,186646528.0,12,186646528.0
2,1,2,2,1,2,1,8,186646528.0,24,135790592.0
8,2,1,1,1,1,1,2,186646528.0,18,209715200.0
2,1,2,2,2,1,2,4,187695104.0,24,135790592.0
2,1,2,4,2,1,2,2,187695104.0,24,135790592.0
1,1,1,1,4,1,1,4,188743680.0,17,332398592.0
1,1,1,4,4,2,1,1,188743680.0,12,177209344.0
1,1,2,4,2,1,1,2,188743680.0,12,187170816.0
1,1,2,4,8,1,1,1,188743680.0,16,143130624.0
1,2,1,4,8,1,2,1,188743680.0,24,124780544.0
1,2,1,8,4,2,1,1,188743680.0,24,126353408.0
2,1,1,2,1,1,2,4,188743680.0,12,187170816.0
4,1,1,4,1,1,1,1,188743680.0,17,332398592.0
4,1,2,1,8,1,2,1,188743680.0,24,117440512.0
4,2,1,1,1,1,1,4,188743680.0,12,177209344.0
4,2,1,1,1,2,1,8,188743680.0,24,126353408.0
8,1,1,1,1,1,2,4,188743680.0,16,143130624.0
8,1,2,1,1,2,1,4,188743680.0,24,124780544.0
8,1,2,1,4,1,2,1,188743680.0,24,117440512.0
2,1,2,4,4,2,1,1,189792256.0,24,126353408.0
4,2,1,1,2,1,2,4,189792256.0,24,126353408.0
2,1,2,2,8,1,2,1,190840832.0,24,124780544.0
2,2,1,2,16,1,1,1,190840832.0,24,100663296.0
8,1,2,1,2,1,2,2,190840832.0,24,124780544.0
16,1,1,1,2,2,1,2,190840832.0,24,100663296.0
1,1,1,2,2,1,1,1,192937984.0,4,325058560.0
1,1,2,4,4,1,1,1,192937984.0,12,180879360.0
2,1,1,1,1,1,1,2,192937984.0,4,325058560.0
4,1,1,1,1,1,2,4,192937984.0,12,180879360.0
4,2,1,1,8,1,2,1,192937984.0,24,115343360.0
8,1,2,1,4,2,1,1,192937984.0,24,115343360.0
1,1,1,1,2,1,1,8,193986560.0,17,340262912.0
2,1,1,8,1,1,1,1,193986560.0,17,340262912.0
1,1,2,4,2,2,1,4,195035136.0,24,144179200.0
1,2,1,4,16,1,1,1,195035136.0,24,108003328.0
2,2,1,4,1,1,2,4,195035136.0,24,144179200.0
4,1,2,1,16,1,1,1,195035136.0,24,100663296.0
16,1,1,1,1,2,1,4,195035136.0,24,108003328.0
16,1,1,1,4,1,2,1,195035136.0,24,100663296.0
1,1,1,1,8,1,1,2,197132288.0,17,329252864.0
1,1,2,4,4,1,2,2,197132288.0,24,144179200.0
1,1,2,4,4,2,1,2,197132288.0,24,141033472.0
1,1,2,8,2,2,1,2,197132288.0,24,144965632.0
1,4,1,4,4,1,1,4,197132288.0,32,102760448.0
2,1,2,2,16,1,1,1,197132288.0,24,108003328.0
2,2,1,2,1,1,2,8,197132288.0,24,144965632.0
2,4,1,2,4,1,1,4,197132288.0,32,99614720.0
4,1,1,4,1,4,1,4,197132288.0,32,102760448.0
4,1,1,4,2,4,1,2,197132288.0,32,99614720.0
4,1,2,2,1,1,2,4,197132288.0,24,144179200.0
4,2,1,2,1,1,2,4,197132288.0,24,141033472.0
8,1,1,2,1,1,1,1,197132288.0,17,329252864.0
16,1,1,1,2,1,2,2,197132288.0,24,108003328.0
2,2,1,2,8,2,1,1,199229440.0,24,117440512.0
2,2,2,2,4,1,1,4,199229440.0,32,102760448.0
4,1,1,4,2,2,2,2,199229440.0,32,102760448.0
4,2,1,1,16,1,1,1,199229440.0,24,98566144.0
8,2,1,1,2,2,1,2,199229440.0,24,117440512.0
16,1,1,1,4,2,1,1,199229440.0,24,98566144.0
1,1,1,1,4,1,1,2,201326592.0,9,350224384.0
1,1,1,2,1,1,1,2,201326592.0,4,339738624.0
1,1,1,4,1,1,2,4,201326592.0,12,202899456.0
1,1,2,4,1,1,1,4,201326592.0,12,202899456.0
1,1,2,4,1,2,1,8,201326592.0,24,152043520.0
1,1,2,8,1,2,1,4,201326592.0,24,152305664.0
1,1,2,8,4,1,2,1,201326592.0,24,144965632.0
1,2,1,4,1,1,2,8,201326592.0,24,152305664.0
1,2,1,8,1,1,2,4,201326592.0,24,152043520.0
4,1,1,2,1,1,1,1,201326592.0,9,350224384.0
4,1,1,4,4,1,4,1,201326592.0,32,102760448.0
4,1,1,4,4,2,2,1,201326592.0,32,99614720.0
4,1,2,1,1,1,2,8,201326592.0,24,144965632.0
4,1,4,1,4,1,1,4,201326592.0,32,102760448.0
4,2,2,1,4,1,1,4,201326592.0,32,99614720.0
1,1,2,4,2,1,2,4,202375168.0,24,152043520.0
1,4,1,4,2,1,1,8,202375168.0,32,110624768.0
2,1,1,8,1,4,1,4,202375168.0,32,110624768.0
2,1,1,8,2,4,1,2,202375168.0,32,107479040.0
2,1,2,4,1,1,2,4,202375168.0,24,152043520.0
2,4,1,2,2,1,1,8,202375168.0,32,107479040.0
1,1,1,1,2,1,1,4,203423744.0,9,357564416.0
1,1,2,8,2,1,2,2,203423744.0,24,152305664.0
1,2,1,4,8,2,1,1,203423744.0,24,124780544.0
2,1,1,4,1,1,1,1,203423744.0,9,357564416.0
2,1,2,2,1,1,2,8,203423744.0,24,152305664.0
4,1,2,1,8,2,1,1,203423744.0,24,117440512.0
8,2,1,1,1,2,1,4,203423744.0,24,124780544.0
8,2,1,1,4,1,2,1,203423744.0,24,117440512.0
2,1,1,8,2,2,2,2,204472320.0,32,110624768.0
2,2,2,2,2,1,1,8,204472320.0,32,110624768.0
1,1,2,4,8,1,2,1,205520896.0,24,141033472.0
1,1,2,8,4,2,1,1,205520896.0,24,142868480.0
1,2,2,4,4,1,1,4,205520896.0,32,110624768.0
1,4,1,4,8,1,1,2,205520896.0,32,99614720.0
2,1,1,1,2,2,1,2,205520896.0,10,232783872.0
2,1,2,2,8,2,1,1,205520896.0,24,124780544.0
2,2,1,2,2,1,1,1,205520896.0,10,232783872.0
2,4,1,2,8,1,1,2,205520896.0,32,96468992.0
4,1,1,4,1,2,2,4,205520896.0,32,110624768.0
4,2,1,1,1,1,2,8,205520896.0,24,142868480.0
8,1,1,2,1,4,1,4,205520896.0,32,99614720.0
8,1,1,2,2,4,1,2,205520896.0,32,96468992.0
8,1,2,1,1,1,2,4,205520896.0,24,141033472.0
8,2,1,1,2,1,2,2,205520896.0,24,124780544.0
2,1,1,8,4,1,4,1,206569472.0,32,110624768.0
2,1,1,8,4,2,2,1,206569472.0,32,107479040.0
2,1,4,2,4,1,1,4,206569472.0,32,110624768.0
4,1,1,4,2,1,4,2,206569472.0,32,110624768.0
4,1,4,1,2,1,1,8,206569472.0,32,110624768.0
4,2,2,1,2,1,1,8,206569472.0,32,107479040.0
2,2,2,2,8,1,1,2,207618048.0,32,99614720.0
4,1,1,4,4,4,1,1,207618048.0,32,99614720.0
4,2,1,1,8,2,1,1,207618048.0,24,115343360.0
4,4,1,1,4,1,1,4,207618048.0,32,99614720.0
8,1,1,2,2,2,2,2,207618048.0,32,99614720.0
8,2,1,1,4,2,1,1,207618048.0,24,115343360.0
1,1,1,1,1,1,1,16,209715200.0,17,356777984.0
1,1,1,16,1,1,1,1,209715200.0,17,356777984.0
1,2,1,4,2,1,1,1,209715200.0,10,240123904.0
1,4,1,4,4,1,1,2,209715200.0,24,120586240.0
2,1,1,1,1,2,1,4,209715200.0,10,240123904.0
2,1,1,1,4,1,2,1,209715200.0,10,232783872.0
2,4,1,2,4,1,1,2,209715200.0,24,117440512.0
4,1,1,2,1,4,1,4,209715200.0,24,120586240.0
4,1,1,2,2,4,1,2,209715200.0,24,117440512.0
4,1,2,1,2,1,1,1,209715200.0,10,232783872.0
4,1,4,1,8,1,1,2,209715200.0,32,99614720.0
4,2,2,1,8,1,1,2,209715200.0,32,96468992.0
8,1,1,2,4,1,4,1,209715200.0,32,99614720.0
8,1,1,2,4,2,2,1,209715200.0,32,96468992.0
1,2,2,4,2,1,1,8,210763776.0,32,118489088.0
2,1,1,8,1,2,2,4,210763776.0,32,118489088.0
1,1,2,4,16,1,1,1,211812352.0,24,124256256.0
1,4,1,4,2,1,1,4,211812352.0,24,127926272.0
2,1,1,1,2,1,2,2,211812352.0,10,240123904.0
2,1,1,4,1,4,1,4,211812352.0,24,127926272.0
2,1,1,4,2,4,1,2,211812352.0,24,124780544.0
2,1,1,8,2,1,4,2,211812352.0,32,118489088.0
2,1,2,2,2,1,1,1,211812352.0,10,240123904.0
2,1,4,2,2,1,1,8,211812352.0,32,118489088.0
2,2,2,2,4,1,1,2,211812352.0,24,120586240.0
2,4,1,2,2,1,1,4,211812352.0,24,124780544.0
4,1,1,2,2,2,2,2,211812352.0,24,120586240.0
16,1,1,1,1,1,2,4,211812352.0,24,124256256.0
2,1,1,8,4,4,1,1,212860928.0,32,107479040.0
4,4,1,1,2,1,1,8,212860928.0,32,107479040.0
1,1,1,2,2,2,1,2,213909504.0,10,247463936.0
1,2,2,4,8,1,1,2,213909504.0,32,107479040.0
2,1,1,1,4,2,1,1,213909504.0,10,230686720.0
2,1,1,4,2,2,2,2,213909504.0,24,127926272.0
2,2,1,2,1,1,1,2,213909504.0,10,247463936.0
2,2,2,2,2,1,1,4,213909504.0,24,127926272.0
4,1,1,2,4,1,4,1,213909504.0,24,120586240.0
4,1,1,2,4,2,2,1,213909504.0,24,117440512.0
4,1,4,1,4,1,1,2,213909504.0,24,120586240.0
4,2,1,1,2,1,1,1,213909504.0,10,230686720.0
4,2,2,1,4,1,1,2,213909504.0,24,117440512.0
8,1,1,2,1,2,2,4,213909504.0,32,107479040.0
2,1,4,2,8,1,1,2,214958080.0,32,107479040.0
8,1,1,2,2,1,4,2,214958080.0,32,107479040.0
2,1,1,4,4,1,4,1,216006656.0,24,127926272.0
2,1,1,4,4,2,2,1,216006656.0,24,124780544.0
4,1,4,1,2,1,1,4,216006656.0,24,127926272.0
4,2,2,1,2,1,1,4,216006656.0,24,124780544.0
4,4,1,1,8,1,1,2,216006656.0,32,96468992.0
8,1,1,2,4,4,1,1,216006656.0,32,96468992.0
1,1,1,1,1,1,1,8,218103808.0,9,373817344.0
1,1,1,2,1,2,1,4,218103808.0,10,254803968.0
1,1,1,2,4,1,2,1,218103808.0,10,247463936.0
1,1,1,8,1,1,1,1,218103808.0,9,373817344.0
1,1,1,16,1,4,1,4,218103808.0,32,127139840.0
1,1,1,16,2,4,1,2,218103808.0,32,123994112.0
1,1,2,4,1,1,2,8,218103808.0,24,168558592.0
1,1,2,8,1,1,2,4,218103808.0,24,168558592.0
1,2,1,4,1,1,1,2,218103808.0,10,254803968.0
1,2,2,4,4,1,1,2,218103808.0,24,128450560.0
1,4,1,4,1,1,1,16,218103808.0,32,127139840.0
2,4,1,2,1,1,1,16,218103808.0,32,123994112.0
4,1,1,2,1,2,2,4,218103808.0,24,128450560.0
4,1,2,1,1,1,1,2,218103808.0,10,247463936.0
2,1,4,2,4,1,1,2,219152384.0,24,128450560.0
4,1,1,2,2,1,4,2,219152384.0,24,128450560.0
1,1,1,2,2,1,2,2,220200960.0,10,254803968.0
1,1,1,16,2,2,2,2,220200960.0,32,127139840.0
1,1,2,4,8,2,1,1,220200960.0,24,141033472.0
1,2,2,4,2,1,1,4,220200960.0,24,135790592.0
2,1,1,4,1,2,2,4,220200960.0,24,135790592.0
2,1,2,2,1,1,1,2,220200960.0,10,254803968.0
2,2,2,2,1,1,1,16,220200960.0,32,127139840.0
4,1,1,2,4,4,1,1,220200960.0,24,117440512.0
4,4,1,1,4,1,1,2,220200960.0,24,117440512.0
8,2,1,1,1,1,2,4,220200960.0,24,141033472.0
2,1,1,4,2,1,4,2,221249536.0,24,135790592.0
2,1,4,2,2,1,1,4,221249536.0,24,135790592.0
1,1,1,1,2,1,1,2,222298112.0,5,392167424.0
1,1,1,1,8,1,1,1,222298112.0,9,348127232.0
1,1,1,2,4,2,1,1,222298112.0,10,245366784.0
1,1,1,16,4,1,4,1,222298112.0,32,127139840.0
1,1,1,16,4,2,2,1,222298112.0,32,123994112.0
1,1,4,4,4,1,1,4,222298112.0,32,127139840.0
2,1,1,2,1,1,1,1,222298112.0,5,392167424.0
2,1,1,4,4,4,1,1,222298112.0,24,124780544.0
4,1,1,4,1,1,4,4,222298112.0,32,127139840.0
4,1,4,1,1,1,1,16,222298112.0,32,127139840.0
4,2,1,1,1,1,1,2,222298112.0,10,245366784.0
4,2,2,1,1,1,1,16,222298112.0,32,123994112.0
4,4,1,1,2,1,1,4,222298112.0,24,124780544.0
8,1,1,1,1,1,1,1,222298112.0,9,348127232.0
1,1,1,1,4,1,1,1,226492416.0,5,385875968.0
1,1,1,8,1,4,1,4,226492416.0,24,144179200.0
1,1,1,8,2,4,1,2,226492416.0,24,141033472.0
1,1,1,16,1,2,2,4,226492416.0,32,135004160.0
1,1,2,4,2,1,1,1,226492416.0,10,256376832.0
1,2,2,4,1,1,1,16,226492416.0,32,135004160.0
1,4,1,4,1,1,1,8,226492416.0,24,144179200.0
2,1,1,1,1,1,2,4,226492416.0,10,256376832.0
2,2,1,2,2,2,1,2,226492416.0,16,155189248.0
2,4,1,2,1,1,1,8,226492416.0,24,141033472.0
4,1,1,1,1,1,1,1,226492416.0,5,385875968.0
1,1,1,16,2,1,4,2,227540992.0,32,135004160.0
1,1,4,4,2,1,1,8,227540992.0,32,135004160.0
2,1,1,8,1,1,4,4,227540992.0,32,135004160.0
2,1,4,2,1,1,1,16,227540992.0,32,135004160.0
1,1,1,1,2,2,1,4,228589568.0,17,349175808.0
1,1,1,8,2,2,2,2,228589568.0,24,144179200.0
1,1,1,16,4,4,1,1,228589568.0,32,123994112.0
2,2,1,4,1,1,1,1,228589568.0,17,349175808.0
2,2,2,2,1,1,1,8,228589568.0,24,144179200.0
4,4,1,1,1,1,1,16,228589568.0,32,123994112.0
1,1,1,1,4,1,2,2,230686720.0,17,349175808.0
1,1,1,1,4,2,1,2,230686720.0,17,346030080.0
1,1,1,8,4,1,4,1,230686720.0,24,144179200.0
1,1,1,8,4,2,2,1,230686720.0,24,141033472.0
1,1,4,4,8,1,1,2,230686720.0,32,123994112.0
1,2,1,4,2,2,1,2,230686720.0,16,162529280.0
1,4,1,4,2,1,1,2,230686720.0,20,162529280.0
1,4,1,4,8,1,1,1,230686720.0,24,118489088.0
2,1,1,2,1,4,1,4,230686720.0,20,162529280.0
2,1,1,2,2,4,1,2,230686720.0,20,159383552.0
2,2,1,2,1,2,1,4,230686720.0,16,162529280.0
2,2,1,2,4,1,2,1,230686720.0,16,155189248.0
2,4,1,2,2,1,1,2,230686720.0,20,159383552.0
2,4,1,2,8,1,1,1,230686720.0,24,115343360.0
4,1,2,1,2,2,1,2,230686720.0,16,155189248.0
4,1,2,2,1,1,1,1,230686720.0,17,349175808.0
4,1,4,1,1,1,1,8,230686720.0,24,144179200.0
4,2,1,2,1,1,1,1,230686720.0,17,346030080.0
4,2,2,1,1,1,1,8,230686720.0,24,141033472.0
8,1,1,1,1,4,1,4,230686720.0,24,118489088.0
8,1,1,1,2,4,1,2,230686720.0,24,115343360.0
8,1,1,2,1,1,4,4,230686720.0,32,123994112.0
2,1,1,2,2,2,2,2,232783872.0,20,162529280.0
2,1,2,2,2,2,1,2,232783872.0,16,162529280.0
2,2,1,2,2,1,2,2,232783872.0,16,162529280.0
2,2,2,2,2,1,1,2,232783872.0,20,162529280.0
2,2,2,2,8,1,1,1,232783872.0,24,118489088.0
8,1,1,1,2,2,2,2,232783872.0,24,118489088.0
1,1,1,1,1,1,1,4,234881024.0,5,407896064.0
1,1,1,1,1,2,1,8,234881024.0,17,357040128.0
1,1,1,2,1,1,2,4,234881024.0,10,271056896.0
1,1,1,4,1,1,1,1,234881024.0,5,407896064.0
1,1,1,8,1,2,2,4,234881024.0,24,152043520.0
1,1,2,4,1,1,1,2,234881024.0,10,271056896.0
1,1,4,4,4,1,1,2,234881024.0,24,144965632.0
1,2,1,4,1,2,1,4,234881024.0,16,169869312.0
1,2,1,4,4,1,2,1,234881024.0,16,162529280.0
1,2,1,8,1,1,1,1,234881024.0,17,357040128.0
1,2,2,4,1,1,1,8,234881024.0,24,152043520.0
1,4,1,4,4,1,1,1,234881024.0,20,156237824.0
2,1,1,2,4,1,4,1,234881024.0,20,162529280.0
2,1,1,2,4,2,2,1,234881024.0,20,159383552.0
2,2,1,2,4,2,1,1,234881024.0,16,153092096.0
2,4,1,2,4,1,1,1,234881024.0,20,153092096.0
4,1,1,1,1,4,1,4,234881024.0,20,156237824.0
4,1,1,1,2,4,1,2,234881024.0,20,153092096.0
4,1,1,2,1,1,4,4,234881024.0,24,144965632.0
4,1,2,1,1,2,1,4,234881024.0,16,162529280.0
4,1,2,1,4,1,2,1,234881024.0,16,155189248.0
4,1,4,1,2,1,1,2,234881024.0,20,162529280.0
